date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,month,conversion_rate,cost_per_1000_impressions,revenue_per_click,profit,profit_margin,ai_priority_score,ai_recommendation
2024-03-30,Google Ads,Video,Healthcare,Canada,65282,1723,0.0264,1.91,3290.93,64,51.42,16624.45,5.05,2024-03,0.0371445153801509,50.41098618302135,9.648549042367963,13333.52,0.802042774347422,0.4085833333333333,Monitor / test
2024-02-01,Google Ads,Video,EdTech,USA,48790,2824,0.0579,1.3,3671.2,178,20.62,37847.71,10.31,2024-02,0.06303116147308782,75.24492723918836,13.402163597733711,34176.51,0.903000736372161,0.7931666666666667,Scale budget
2024-07-16,Google Ads,Shopping,EdTech,UAE,163272,5551,0.034,2.23,12378.73,135,91.69,38753.89,3.13,2024-07,0.02431994235272924,75.81661276887647,6.9814249684741485,26375.16,0.6805809687750055,0.2998472222222222,Reduce spend
2024-11-04,Google Ads,Video,EdTech,Australia,149233,3686,0.0247,1.0,3686.0,250,14.74,16524.46,4.48,2024-11,0.06782419967444384,24.69963077871516,4.483033098209441,12838.46,0.7769367349976943,0.6033055555555555,Monitor / test
2024-02-27,TikTok Ads,Search,SaaS,UAE,7637,415,0.0544,1.54,639.1,10,63.91,1137.83,1.78,2024-02,0.024096385542168676,83.68469294225483,2.741759036144578,498.7299999999999,0.43831679600643325,0.32440277777777776,Reduce spend
2024-01-04,Google Ads,Display,Fintech,UK,20198,878,0.0435,2.68,2353.04,67,35.12,5967.58,2.54,2024-01,0.07630979498861047,116.49866323398356,6.796788154897494,3614.54,0.6056961113215072,0.5915555555555556,Monitor / test
2024-09-11,Google Ads,Search,EdTech,UAE,32675,941,0.0288,1.09,1025.69,47,21.82,12632.32,12.32,2024-09,0.04994686503719448,31.390665646518748,13.424357066950053,11606.63,0.9188043051474313,0.6462638888888889,Monitor / test
2024-02-28,Google Ads,Search,EdTech,USA,116560,4312,0.037,2.79,12030.48,198,60.76,51746.42,4.3,2024-02,0.04591836734693878,103.2127659574468,12.000561224489795,39715.94,0.7675108732159636,0.4668055555555556,Monitor / test
2024-01-27,Meta Ads,Display,E-commerce,Australia,176459,3670,0.0208,1.91,7009.7,65,107.84,2483.8,0.35,2024-01,0.017711171662125342,39.72424189188423,0.6767847411444142,-4525.9,-1.822167646348337,0.07905555555555555,Reduce spend
2024-09-02,Meta Ads,Shopping,SaaS,Australia,49980,1664,0.0333,1.98,3294.72,37,89.05,6236.77,1.89,2024-09,0.022235576923076924,65.92076830732292,3.7480588942307693,2942.0500000000006,0.47172655076265446,0.23402777777777778,Reduce spend
2024-01-07,Meta Ads,Video,Healthcare,Germany,98944,1850,0.0187,1.42,2627.0,78,33.68,17285.68,6.58,2024-01,0.04216216216216216,26.55037192755498,9.34361081081081,14658.68,0.8480244919494055,0.46559722222222216,Monitor / test
2024-04-01,TikTok Ads,Video,Healthcare,USA,115310,3205,0.0278,1.04,3333.2,134,24.87,14521.43,4.36,2024-04,0.04180967238689547,28.906426155580608,4.530867394695788,11188.23,0.7704633772293775,0.47180555555555553,Monitor / test
2024-08-08,Meta Ads,Search,E-commerce,India,8626,242,0.0281,1.13,273.46,18,15.19,3013.54,11.02,2024-08,0.0743801652892562,31.701831671690236,12.452644628099174,2740.08,0.9092562235775865,0.7594444444444444,Scale budget
2024-01-05,Meta Ads,Display,E-commerce,Germany,88732,1579,0.0178,0.44,694.76,32,21.71,4757.82,6.85,2024-01,0.02026599113362888,7.829869720055898,3.013185560481317,4063.0599999999995,0.8539751398749847,0.40925,Monitor / test
2024-06-20,Meta Ads,Video,EdTech,Germany,29502,604,0.0205,1.61,972.44,30,32.41,5842.59,6.01,2024-06,0.04966887417218543,32.961833096061284,9.67316225165563,4870.15,0.8335601163182765,0.49302777777777773,Monitor / test
2024-09-14,TikTok Ads,Search,E-commerce,Canada,198085,14460,0.073,0.82,11857.2,1133,10.47,295028.26,24.88,2024-09,0.07835408022130014,59.85915137440998,20.403060857538037,283171.06,0.9598099517652986,0.9646111111111111,Scale budget
2024-07-14,Meta Ads,Shopping,Healthcare,USA,111802,2247,0.0201,1.65,3707.55,163,22.75,6163.84,1.66,2024-07,0.07254116599910992,33.161750237026176,2.7431419670672006,2456.29,0.3984999610632333,0.4632222222222222,Monitor / test
2024-08-01,Google Ads,Shopping,EdTech,UAE,65186,1955,0.03,2.26,4418.3,89,49.64,13375.79,3.03,2024-08,0.04552429667519182,67.77989138772129,6.8418363171355505,8957.490000000002,0.6696793236137829,0.3901944444444444,Monitor / test
2024-06-15,TikTok Ads,Video,EdTech,UK,101176,6505,0.0643,0.96,6244.8,459,13.61,44008.34,7.05,2024-06,0.07056110684089162,61.72214754487231,6.765309761721752,37763.53999999999,0.8580996238440258,0.8140138888888888,Scale budget
2024-08-07,TikTok Ads,Video,SaaS,UAE,41307,1367,0.0331,0.57,779.19,92,8.47,6211.99,7.97,2024-08,0.06730065837600585,18.86338877187886,4.544250182882224,5432.799999999999,0.8745667652394803,0.7355416666666666,Scale budget
2024-05-12,Meta Ads,Video,EdTech,UK,174579,3247,0.0186,1.33,4318.51,187,23.09,41760.07,9.67,2024-05,0.05759162303664921,24.736709455318223,12.861124114567293,37441.56,0.8965875775591372,0.6038333333333333,Monitor / test
2024-02-14,Meta Ads,Video,SaaS,India,83137,2045,0.0246,1.01,2065.45,37,55.82,1798.59,0.87,2024-02,0.018092909535452322,24.843932304509423,0.8795061124694377,-266.8599999999999,-0.14837178011664687,0.13851388888888888,Reduce spend
2024-01-04,Meta Ads,Search,Healthcare,UK,122897,2040,0.0166,0.77,1570.8,159,9.88,45753.83,29.13,2024-01,0.07794117647058824,12.781434860086089,22.428348039215688,44183.03,0.9656684478654574,0.7905,Scale budget
2024-10-17,TikTok Ads,Search,Healthcare,India,47462,1803,0.038,0.53,955.59,98,9.75,29213.28,30.57,2024-10,0.05435385468663339,20.13379124352113,16.20259567387687,28257.69,0.9672891917648412,0.7824722222222222,Scale budget
2024-06-19,TikTok Ads,Display,EdTech,Germany,99202,6428,0.0648,1.54,9899.12,165,59.99,34456.26,3.48,2024-06,0.02566894835096453,99.78750428418782,5.3603391412570005,24557.14,0.7127047450884105,0.4267361111111111,Monitor / test
2024-02-26,Meta Ads,Shopping,SaaS,USA,125871,3083,0.0245,1.72,5302.76,185,28.66,27759.15,5.23,2024-02,0.06000648718780409,42.12852841401117,9.003940966590983,22456.39,0.808972536983301,0.5479166666666666,Monitor / test
2024-03-10,Google Ads,Search,Healthcare,UK,8880,216,0.0244,2.06,444.96,6,74.16,1186.19,2.67,2024-03,0.027777777777777776,50.108108108108105,5.491620370370371,741.23,0.6248830288570971,0.25543055555555555,Reduce spend
2024-11-30,Google Ads,Shopping,EdTech,USA,156388,7021,0.0449,1.64,11514.44,315,36.55,34670.52,3.01,2024-11,0.0448654037886341,73.62738829066168,4.93811707733941,23156.079999999994,0.667889607655149,0.47129166666666666,Monitor / test
2024-03-27,Google Ads,Video,EdTech,UK,109672,2675,0.0244,2.55,6821.25,50,136.43,11521.03,1.69,2024-03,0.018691588785046728,62.19682325479612,4.306927102803739,4699.780000000001,0.40793054093253817,0.1555138888888889,Reduce spend
2024-05-07,Meta Ads,Display,SaaS,UAE,70030,1470,0.021,1.68,2469.6,90,27.44,9384.9,3.8,2024-05,0.061224489795918366,35.264886477224046,6.384285714285714,6915.299999999999,0.7368538823002908,0.496625,Monitor / test
2024-01-03,Meta Ads,Video,EdTech,India,149375,6109,0.0409,2.18,13317.62,89,149.64,22418.8,1.68,2024-01,0.014568669176624652,89.15561506276151,3.6697986577181205,9101.179999999998,0.4059619604974396,0.21175,Reduce spend
2024-06-07,Meta Ads,Search,Fintech,Canada,123171,3756,0.0305,1.86,6986.16,52,134.35,7553.6,1.08,2024-06,0.013844515441959531,56.719195265119225,2.011075612353568,567.4400000000005,0.07512179622961243,0.13159722222222223,Reduce spend
2024-03-16,Meta Ads,Search,SaaS,UK,52779,596,0.0113,1.09,649.64,35,18.56,3583.95,5.52,2024-03,0.0587248322147651,12.30868337785862,6.013338926174496,2934.31,0.8187363104954032,0.5355555555555556,Monitor / test
2024-05-23,Google Ads,Display,Fintech,USA,117036,3569,0.0305,2.13,7601.97,178,42.71,11935.14,1.57,2024-05,0.04987391426169795,64.95411668204655,3.344113196973942,4333.169999999999,0.36305983842669626,0.3606666666666667,Monitor / test
2024-07-17,TikTok Ads,Shopping,E-commerce,UAE,177517,13917,0.0784,0.91,12664.47,671,18.87,36680.47,2.9,2024-07,0.04821441402601135,71.3422939774782,2.635659265646332,24016.0,0.6547353400869727,0.5891944444444445,Monitor / test
2024-12-30,TikTok Ads,Search,EdTech,Germany,196349,8325,0.0424,0.69,5744.25,398,14.43,42464.91,7.39,2024-12,0.04780780780780781,29.25530560379732,5.100890090090091,36720.66,0.864729490772499,0.6619027777777777,Scale budget
2024-10-31,TikTok Ads,Search,SaaS,UAE,174898,13029,0.0745,1.26,16416.54,822,19.97,162206.84,9.88,2024-10,0.06309002993322588,93.86350901668402,12.44967687466421,145790.3,0.8987925540008054,0.8138611111111111,Scale budget
2024-06-30,Google Ads,Display,EdTech,USA,83972,4903,0.0584,2.9,14218.7,341,41.7,36574.45,2.57,2024-06,0.06954925555782174,169.32668032201212,7.4596063634509475,22355.749999999996,0.6112395401708023,0.5906805555555555,Monitor / test
2024-04-26,Meta Ads,Search,Fintech,USA,165371,2993,0.0181,1.51,4519.43,32,141.23,8918.68,1.97,2024-04,0.010691613765452723,27.329035925283154,2.979846308052122,4399.25,0.4932624558791211,0.1066388888888889,Reduce spend
2024-08-30,TikTok Ads,Shopping,Fintech,USA,133949,7219,0.0539,1.52,10972.88,73,150.31,21583.28,1.97,2024-08,0.010112203906358221,81.91834205555845,2.98978805928799,10610.4,0.4916027591728412,0.24591666666666667,Reduce spend
2024-09-15,TikTok Ads,Display,Fintech,Australia,105400,7704,0.0731,1.11,8551.44,442,19.35,49251.38,5.76,2024-09,0.05737279335410177,81.13320683111955,6.39296209761163,40699.939999999995,0.826371565629227,0.7204722222222222,Scale budget
2024-08-04,Google Ads,Shopping,EdTech,USA,63959,2014,0.0315,2.28,4591.92,150,30.61,37769.59,8.23,2024-08,0.07447864945382324,71.79474350755953,18.753520357497514,33177.67,0.8784228264061114,0.7047916666666667,Scale budget
2024-03-06,Google Ads,Search,SaaS,India,6044,146,0.0242,1.13,164.98,5,33.0,611.36,3.71,2024-03,0.03424657534246575,27.29649238914626,4.187397260273973,446.38,0.7301426328186339,0.3750833333333333,Monitor / test
2024-04-08,Google Ads,Shopping,Fintech,USA,90945,3637,0.04,3.02,10983.74,145,75.75,21488.5,1.96,2024-04,0.03986802309595821,120.77343449337512,5.908303546879296,10504.76,0.48885496893687325,0.34395833333333337,Monitor / test
2024-02-01,Google Ads,Search,SaaS,UK,73681,4457,0.0605,1.77,7888.89,95,83.04,11815.26,1.5,2024-02,0.02131478573031187,107.06817225607688,2.650944581557101,3926.37,0.3323134658060847,0.30308333333333337,Reduce spend
2024-12-14,Google Ads,Display,Healthcare,Australia,195545,8799,0.045,2.98,26221.02,444,59.06,122723.09,4.68,2024-12,0.05046027957722468,134.09199928405226,13.94739061256961,96502.06999999999,0.7863399625938362,0.5277083333333334,Monitor / test
2024-07-14,Google Ads,Shopping,E-commerce,USA,46846,2183,0.0466,3.36,7334.88,46,159.45,5098.84,0.7,2024-07,0.021071919377004124,156.5743073047859,2.3357031607879066,-2236.04,-0.4385389618030768,0.20297222222222225,Reduce spend
2024-07-03,Google Ads,Shopping,Healthcare,Canada,183428,4549,0.0248,2.11,9598.39,135,71.1,6604.0,0.69,2024-07,0.02967685205539679,52.32783435462415,1.4517476368432622,-2994.3899999999994,-0.4534206541490005,0.16909722222222223,Reduce spend
2024-05-09,Google Ads,Shopping,EdTech,Australia,173913,5860,0.0337,3.46,20275.6,111,182.66,20779.66,1.02,2024-05,0.0189419795221843,116.58472914618227,3.546017064846416,504.0600000000013,0.02425737475974108,0.16020833333333334,Reduce spend
2024-05-05,Google Ads,Video,SaaS,USA,190541,9527,0.05,2.17,20673.59,157,131.68,5416.71,0.26,2024-05,0.016479479374409575,108.49943056874899,0.568564081032854,-15256.880000000001,-2.81663223617288,0.1895277777777778,Reduce spend
2024-09-11,TikTok Ads,Video,SaaS,Canada,122116,5507,0.0451,0.98,5396.86,110,49.06,3555.98,0.66,2024-09,0.019974577810059922,44.19453634249402,0.6457199927365171,-1840.8799999999997,-0.5176857012694108,0.2362361111111111,Reduce spend
2024-03-23,Google Ads,Display,Fintech,India,47879,1149,0.024,3.06,3515.94,25,140.64,3124.11,0.89,2024-03,0.02175805047867711,73.43386453351155,2.718981723237598,-391.8299999999999,-0.12542131999193368,0.11972222222222223,Reduce spend
2024-10-08,Meta Ads,Search,Healthcare,USA,164876,5820,0.0353,0.74,4306.8,463,9.3,73917.74,17.16,2024-10,0.07955326460481099,26.121448846405784,12.70064261168385,69610.94,0.9417352316236941,0.8655138888888888,Scale budget
2024-05-13,Meta Ads,Display,SaaS,USA,163253,1779,0.0109,0.51,907.29,121,7.5,18762.73,20.68,2024-05,0.06801573917931422,5.557570151850195,10.546784710511522,17855.44,0.951644030479573,0.7325555555555555,Scale budget
2024-10-04,Meta Ads,Shopping,Fintech,India,120631,1532,0.0127,0.77,1179.64,114,10.35,25286.78,21.44,2024-10,0.07441253263707572,9.77891255150003,16.505731070496083,24107.14,0.9533495367935341,0.7591944444444444,Scale budget
2024-04-29,Meta Ads,Display,Fintech,Australia,12610,197,0.0157,0.66,130.02,11,11.82,2637.16,20.28,2024-04,0.05583756345177665,10.31086439333862,13.386598984771572,2507.14,0.950696961883238,0.6754722222222221,Scale budget
2024-01-12,Meta Ads,Video,Healthcare,UK,62676,595,0.0095,2.42,1439.9,32,45.0,1319.08,0.92,2024-01,0.05378151260504202,22.973706043780716,2.216941176470588,-120.82000000000016,-0.09159414137125889,0.2633333333333333,Reduce spend
2024-07-10,Google Ads,Search,Fintech,UK,59943,2163,0.0361,3.29,7116.27,114,62.42,4800.81,0.67,2024-07,0.052704576976421634,118.71728141734648,2.2195145631067965,-2315.46,-0.4823061108437951,0.32677777777777783,Reduce spend
2024-10-20,Meta Ads,Display,SaaS,USA,78302,900,0.0115,0.49,441.0,52,8.48,6354.23,14.41,2024-10,0.057777777777777775,5.632040050062578,7.060255555555555,5913.23,0.9305974130618502,0.6645277777777778,Scale budget
2024-09-04,Google Ads,Video,EdTech,UK,154805,9535,0.0616,0.96,9153.6,525,17.44,18155.37,1.98,2024-09,0.05506030414263241,59.12987306611544,1.9040765600419507,9001.769999999999,0.4958185925156028,0.5665138888888889,Monitor / test
2024-05-09,TikTok Ads,Video,Fintech,Australia,41839,2991,0.0715,0.99,2961.09,45,65.8,9665.89,3.26,2024-05,0.015045135406218655,70.7734410478262,3.2316583082581074,6704.799999999999,0.6936557316501636,0.3760555555555555,Monitor / test
2024-06-17,Meta Ads,Shopping,SaaS,India,127872,2953,0.0231,0.59,1742.27,150,11.62,15282.38,8.77,2024-06,0.05079580088046055,13.625109484484483,5.175204876396884,13540.109999999999,0.8859948515872528,0.6184861111111111,Monitor / test
2024-11-04,Google Ads,Display,Fintech,Germany,146779,5019,0.0342,2.22,11142.18,349,31.93,91145.36,8.18,2024-11,0.06953576409643356,75.91126796067557,18.16006375772066,80003.18,0.8777537331576725,0.6885555555555555,Scale budget
2024-06-26,Google Ads,Shopping,EdTech,USA,133588,6545,0.049,1.68,10995.6,241,45.62,34421.71,3.13,2024-06,0.03682200152788388,82.30978830433871,5.259237585943469,23426.11,0.68056206388352,0.43956944444444446,Monitor / test
2024-01-29,Google Ads,Video,Fintech,UK,82462,3916,0.0475,2.1,8223.6,199,41.32,48785.37,5.93,2024-01,0.050817160367722165,99.72593436977033,12.457959652706844,40561.770000000004,0.8314330710210869,0.5953194444444444,Monitor / test
2024-01-18,Google Ads,Display,E-commerce,Australia,55248,1646,0.0298,2.6,4279.6,43,99.53,12311.15,2.88,2024-01,0.02612393681652491,77.4616275702288,7.479434993924666,8031.549999999999,0.6523801594489548,0.2728472222222222,Reduce spend
2024-08-09,Google Ads,Display,Healthcare,UAE,90374,2349,0.026,0.97,2278.53,69,33.02,5506.03,2.42,2024-08,0.02937420178799489,25.212229180959127,2.3439889314601956,3227.4999999999995,0.5861755202932057,0.3109722222222222,Reduce spend
2024-03-06,Meta Ads,Video,EdTech,USA,104976,1238,0.0118,1.52,1881.76,16,117.61,4162.98,2.21,2024-03,0.012924071082390954,17.925621094345374,3.3626655896607427,2281.2199999999993,0.5479776506252731,0.11854166666666666,Reduce spend
2024-11-10,Google Ads,Display,SaaS,Australia,124774,3481,0.0279,1.21,4212.01,113,37.27,4447.19,1.06,2024-11,0.032461936225222636,33.757112860050974,1.2775610456765296,235.17999999999938,0.05288283163075996,0.25425000000000003,Reduce spend
2024-08-14,Google Ads,Search,SaaS,USA,109263,2829,0.0259,0.88,2489.52,129,19.3,14321.34,5.75,2024-08,0.04559915164369035,22.784657203261855,5.062332979851537,11831.82,0.8261671044748605,0.5320138888888889,Monitor / test
2024-06-13,Google Ads,Video,Fintech,UAE,105814,6126,0.0579,2.79,17091.54,289,59.14,45447.24,2.66,2024-06,0.04717597126999674,161.52437295631958,7.418746327130264,28355.699999999997,0.6239256773348613,0.47158333333333335,Monitor / test
2024-08-16,TikTok Ads,Shopping,Healthcare,Canada,41113,2347,0.0571,0.96,2253.12,33,68.28,2659.26,1.18,2024-08,0.01406050276949297,54.80310364118405,1.1330464422667235,406.1400000000003,0.1527266984048195,0.2524722222222222,Reduce spend
2024-01-15,Google Ads,Search,SaaS,Canada,43098,1620,0.0376,2.73,4422.6,39,113.4,7135.44,1.61,2024-01,0.024074074074074074,102.61729082556036,4.404592592592592,2712.8399999999992,0.3801923917796239,0.2417638888888889,Reduce spend
2024-08-28,Meta Ads,Display,E-commerce,Canada,25991,309,0.0119,1.52,469.68,14,33.55,2306.63,4.91,2024-08,0.045307443365695796,18.070870686006696,7.464822006472493,1836.95,0.7963782661285078,0.42204166666666665,Monitor / test
2024-11-21,Google Ads,Display,EdTech,India,150778,2985,0.0198,1.39,4149.15,59,70.32,16435.61,3.96,2024-11,0.019765494137353432,27.51827189643051,5.506067001675042,12286.460000000001,0.7475512013244413,0.25665277777777773,Reduce spend
2024-07-17,Google Ads,Video,EdTech,Germany,113500,7604,0.067,1.3,9885.2,340,29.07,21520.64,2.18,2024-07,0.04471330878485008,87.09427312775331,2.8301735928458704,11635.439999999999,0.5406642181645155,0.5076805555555556,Monitor / test
2024-10-31,Meta Ads,Video,EdTech,UAE,140453,4213,0.03,1.09,4592.17,56,82.0,4347.77,0.95,2024-10,0.013292190837882745,32.69542124411725,1.031989081414669,-244.39999999999964,-0.05621272514415427,0.13391666666666668,Reduce spend
2024-04-21,TikTok Ads,Display,SaaS,Germany,27936,1402,0.0502,1.32,1850.64,99,18.69,26865.9,14.52,2024-04,0.07061340941512126,66.24570446735395,19.162553495007135,25015.260000000002,0.9311156521836231,0.8448333333333333,Scale budget
2024-02-27,TikTok Ads,Display,SaaS,UK,133303,4225,0.0317,1.53,6464.25,139,46.51,8508.68,1.32,2024-02,0.03289940828402367,48.492907136373525,2.0138887573964497,2044.4300000000003,0.2402758124644481,0.2767638888888889,Reduce spend
2024-05-02,Google Ads,Video,EdTech,UAE,117333,2898,0.0247,3.93,11389.14,48,237.27,5367.73,0.47,2024-05,0.016563146997929608,97.06680984889161,1.8522187715665974,-6021.41,-1.1217795977070382,0.08213888888888887,Reduce spend
2024-09-14,Meta Ads,Display,SaaS,USA,152680,6214,0.0407,2.1,13049.4,283,46.11,13261.37,1.02,2024-09,0.04554232378500161,85.46895467644747,2.134111683295784,211.97000000000116,0.015984019750599005,0.34840277777777773,Monitor / test
2024-09-20,Google Ads,Display,Healthcare,USA,168384,4681,0.0278,2.57,12030.17,267,45.06,58628.48,4.87,2024-09,0.057039094210638755,71.44485224249335,12.524776757103183,46598.310000000005,0.7948067219208139,0.5029722222222222,Monitor / test
2024-08-22,Google Ads,Display,Fintech,Australia,106026,5152,0.0486,1.72,8861.44,240,36.92,50663.13,5.72,2024-08,0.046583850931677016,83.57799030426499,9.83368206521739,41801.689999999995,0.8250909487826749,0.5823611111111111,Monitor / test
2024-04-22,Google Ads,Search,E-commerce,Germany,107364,4895,0.0456,2.65,12971.75,200,64.86,42108.23,3.25,2024-04,0.04085801838610827,120.82029358071607,8.60229417773238,29136.480000000003,0.6919426439914478,0.43016666666666664,Monitor / test
2024-06-25,Google Ads,Video,EdTech,UK,132152,7572,0.0573,1.14,8632.08,552,15.64,115644.47,13.4,2024-06,0.07290015847860538,65.31932925721897,15.27264527205494,107012.39,0.9253567420906508,0.8747361111111112,Scale budget
2024-07-14,Google Ads,Shopping,Fintech,Australia,116695,5799,0.0497,3.13,18150.87,372,48.79,56034.95,3.09,2024-07,0.06414899120538024,155.5411114443635,9.662864286946025,37884.08,0.676079482537238,0.5505694444444443,Monitor / test
2024-11-28,Meta Ads,Search,E-commerce,UK,116030,4177,0.036,0.9,3759.3,188,20.0,8691.11,2.31,2024-11,0.04500837921953555,32.39937947082651,2.080706248503711,4931.81,0.5674545598893582,0.4574305555555555,Monitor / test
2024-08-11,TikTok Ads,Search,E-commerce,Australia,164599,11209,0.0681,0.41,4595.69,653,7.04,133415.01,29.03,2024-08,0.058256757962351684,27.920521995880897,11.902489963422251,128819.32,0.9655534261100006,0.8806944444444444,Scale budget
2024-04-18,TikTok Ads,Video,Fintech,India,188844,12860,0.0681,0.98,12602.8,892,14.13,133607.64,10.6,2024-04,0.06936236391912909,66.7365656308911,10.389396578538104,121004.84000000001,0.9056730588160976,0.8604444444444443,Scale budget
2024-09-10,TikTok Ads,Search,E-commerce,Canada,90468,5753,0.0636,0.8,4602.4,141,32.64,12042.73,2.62,2024-09,0.024508951851208067,50.87323694566034,2.0932956718233964,7440.33,0.6178275191754694,0.4280555555555555,Monitor / test
2024-06-24,Google Ads,Video,E-commerce,Australia,117223,7935,0.0677,2.02,16028.7,166,96.56,47449.87,2.96,2024-06,0.02091997479521109,136.7368178599763,5.979819785759295,31421.170000000002,0.6621971777794122,0.3709027777777778,Monitor / test
2024-03-26,TikTok Ads,Shopping,SaaS,Germany,93478,5786,0.0619,0.42,2430.12,272,8.93,27905.19,11.48,2024-03,0.04701002419633599,25.99670510708402,4.8228810922917384,25475.07,0.9129151243908391,0.775625,Scale budget
2024-11-29,Google Ads,Video,EdTech,Canada,9134,228,0.025,1.39,316.92,2,158.46,329.55,1.04,2024-11,0.008771929824561403,34.69673746441865,1.4453947368421054,12.629999999999995,0.038324988620846594,0.08155555555555556,Reduce spend
2024-05-10,Meta Ads,Display,E-commerce,UAE,29485,1341,0.0455,1.41,1890.81,46,41.1,4626.55,2.45,2024-05,0.0343027591349739,64.12786162455487,3.4500745712155108,2735.7400000000002,0.5913131815283527,0.40190277777777783,Monitor / test
2024-12-23,TikTok Ads,Video,SaaS,Canada,22221,1706,0.0768,0.5,853.0,74,11.53,14659.06,17.19,2024-12,0.04337631887456037,38.38711129112101,8.592649472450175,13806.06,0.9418107300195238,0.7991388888888888,Scale budget
2024-06-19,Google Ads,Display,SaaS,Germany,178567,8374,0.0469,1.33,11137.42,98,113.65,8808.29,0.79,2024-06,0.01170288989730117,62.37109880325032,1.0518617148316218,-2329.129999999999,-0.26442476348984867,0.17791666666666667,Reduce spend
2024-10-06,TikTok Ads,Display,E-commerce,Australia,93074,4225,0.0454,1.54,6506.5,300,21.69,11467.08,1.76,2024-10,0.07100591715976332,69.90674087285386,2.714101775147929,4960.58,0.43259312745703354,0.5754305555555556,Monitor / test
2024-12-24,Google Ads,Search,Healthcare,Australia,155840,4566,0.0293,1.12,5113.92,312,16.39,40138.5,7.85,2024-12,0.0683311432325887,32.81519507186859,8.790735873850197,35024.58,0.8725931462311746,0.6968472222222222,Scale budget
2024-07-21,TikTok Ads,Display,E-commerce,India,21956,1611,0.0734,1.41,2271.51,79,28.75,9545.28,4.2,2024-07,0.04903786468032278,103.4573692840226,5.925065176908753,7273.77,0.762027934225083,0.6158888888888889,Monitor / test
2024-05-06,Meta Ads,Search,E-commerce,USA,177224,2374,0.0134,1.57,3727.18,142,26.25,18303.42,4.91,2024-05,0.05981465880370682,21.03089874960502,7.70994945240101,14576.239999999998,0.7963670177485955,0.5078055555555555,Monitor / test
2024-11-04,Google Ads,Search,EdTech,UAE,93720,2661,0.0284,1.7,4523.7,104,43.5,18904.07,4.18,2024-11,0.03908305148440436,48.26824583866837,7.10412251033446,14380.369999999999,0.7607023249490718,0.41165277777777776,Monitor / test
2024-05-28,Google Ads,Display,EdTech,USA,169909,7781,0.0458,2.5,19452.5,124,156.88,26123.28,1.34,2024-05,0.01593625498007968,114.4877552101419,3.357316540290451,6670.779999999999,0.2553576733090178,0.21615277777777778,Reduce spend
2024-08-05,Meta Ads,Video,Healthcare,USA,46548,1047,0.0225,1.55,1622.85,28,57.96,7800.92,4.81,2024-08,0.026743075453677174,34.86401134312967,7.450735434574976,6178.07,0.7919668449362383,0.33273611111111107,Monitor / test
2024-12-08,Meta Ads,Search,Healthcare,USA,6875,158,0.0231,1.83,289.14,2,144.57,386.94,1.34,2024-12,0.012658227848101266,42.05672727272727,2.4489873417721517,97.80000000000001,0.2527523647077067,0.1032361111111111,Reduce spend
2024-12-26,Google Ads,Search,SaaS,India,106975,4300,0.0402,2.39,10277.0,335,30.68,35904.36,3.49,2024-12,0.07790697674418605,96.0691750408974,8.349851162790698,25627.36,0.7137673530457025,0.634611111111111,Monitor / test
2024-02-08,Google Ads,Shopping,SaaS,UK,10574,389,0.0368,2.59,1007.51,6,167.92,908.68,0.9,2024-02,0.015424164524421594,95.28182334026857,2.3359383033419023,-98.83000000000004,-0.10876216049654448,0.15505555555555553,Reduce spend
2024-07-16,TikTok Ads,Video,Fintech,Australia,147658,6939,0.047,0.86,5967.54,282,21.16,39581.75,6.63,2024-07,0.040639861651534805,40.414606726354144,5.704244127395878,33614.21,0.8492350641394076,0.6165,Monitor / test
2024-06-02,Meta Ads,Shopping,SaaS,Canada,52013,1565,0.0301,1.03,1611.95,23,70.08,6481.69,4.02,2024-06,0.014696485623003195,30.99129063887874,4.141654952076677,4869.74,0.7513071436616068,0.28625,Reduce spend
2024-10-18,Google Ads,Search,E-commerce,India,49484,1118,0.0226,2.05,2291.9,79,29.01,18417.53,8.04,2024-10,0.0706618962432916,46.31598092312667,16.473640429338104,16125.63,0.8755587747108325,0.6419027777777777,Monitor / test
2024-07-04,Google Ads,Search,Healthcare,USA,18877,545,0.0289,3.2,1744.0,26,67.08,5981.0,3.43,2024-07,0.047706422018348627,92.38756158287865,10.974311926605505,4237.0,0.7084099648888146,0.39063888888888887,Monitor / test
2024-04-15,Meta Ads,Shopping,Healthcare,UK,106505,1022,0.0096,1.8,1839.6,27,68.13,2467.18,1.34,2024-04,0.026418786692759294,17.272428524482418,2.414070450097847,627.5799999999999,0.254371387576099,0.14593055555555556,Reduce spend
2024-05-25,Google Ads,Search,E-commerce,India,65107,1777,0.0273,1.63,2896.51,128,22.63,29612.56,10.22,2024-05,0.07203151378728194,44.48845746233125,16.664355655599326,26716.050000000003,0.9021864371064171,0.714736111111111,Scale budget
2024-03-02,Google Ads,Shopping,SaaS,India,69839,1620,0.0232,1.26,2041.2,80,25.52,22785.52,11.16,2024-03,0.04938271604938271,29.22722261200762,14.065135802469136,20744.32,0.9104167910146443,0.596611111111111,Monitor / test
2024-02-27,Google Ads,Video,SaaS,USA,104794,5920,0.0565,3.66,21667.2,359,60.35,21837.83,1.01,2024-02,0.06064189189189189,206.7599290035689,3.6888226351351356,170.63000000000102,0.007813505279599713,0.44130555555555556,Monitor / test
